cliente,servico,review,sentimento_modelo,sentimento
Cliente_176,TV,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_155,Nuvem,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_181,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_088,Streaming,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_073,Nuvem,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_163,TV,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_179,Streaming,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_037,Streaming,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_119,Nuvem,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_057,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_008,Telefone,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_095,Telefone,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_117,Streaming,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_110,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_020,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_124,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_053,TV,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_119,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_012,Streaming,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_177,Internet,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_017,Telefone,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_064,Nuvem,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_042,Streaming,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_094,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_157,TV,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_147,Streaming,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_011,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_098,Fibra Óptica,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_178,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_071,Streaming,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_108,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_058,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_034,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_020,TV,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_050,Streaming,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_102,Streaming,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_138,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_160,Fibra Óptica,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_052,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_015,Fibra Óptica,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_084,Nuvem,Não resolve meu problema nunca.,1 star,Negativo
Cliente_131,Fibra Óptica,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_037,TV,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_126,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_040,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_072,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_040,TV,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_056,Internet,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_151,Telefone,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_104,Telefone,Não resolve meu problema nunca.,1 star,Negativo
Cliente_139,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_110,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_192,Fibra Óptica,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_136,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_093,Fibra Óptica,Equipe super preparada e educada.,5 stars,Positivo
Cliente_094,Fibra Óptica,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_056,Fibra Óptica,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_060,Internet,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_138,Telefone,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_039,Nuvem,Equipe super preparada e educada.,5 stars,Positivo
Cliente_028,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_049,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_164,Internet,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_125,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_013,Nuvem,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_036,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_101,Internet,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_026,TV,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_086,Fibra Óptica,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_004,Nuvem,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_082,Internet,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_192,Telefone,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_166,Internet,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_127,Internet,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_088,Internet,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_127,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_120,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_022,Telefone,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_130,Nuvem,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_031,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_119,Streaming,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_011,Internet,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_046,Fibra Óptica,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_096,Fibra Óptica,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_190,Nuvem,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_197,Fibra Óptica,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_192,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_010,Internet,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_168,TV,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_128,TV,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_152,Telefone,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_099,Internet,Equipe super preparada e educada.,5 stars,Positivo
Cliente_172,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_112,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_060,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_190,TV,Não resolve meu problema nunca.,1 star,Negativo
Cliente_087,Fibra Óptica,Equipe super preparada e educada.,5 stars,Positivo
Cliente_145,TV,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_065,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_057,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_183,Telefone,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_106,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_181,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_184,Fibra Óptica,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_009,TV,Não resolve meu problema nunca.,1 star,Negativo
Cliente_022,Streaming,Equipe super preparada e educada.,5 stars,Positivo
Cliente_141,Nuvem,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_089,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_176,Telefone,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_018,Internet,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_115,Fibra Óptica,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_168,TV,Não resolve meu problema nunca.,1 star,Negativo
Cliente_145,Streaming,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_143,Fibra Óptica,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_106,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_015,Fibra Óptica,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_063,Fibra Óptica,Equipe super preparada e educada.,5 stars,Positivo
Cliente_167,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_013,Nuvem,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_081,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_032,Internet,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_137,Nuvem,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_040,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_148,Nuvem,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_082,Nuvem,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_077,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_191,Internet,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_076,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_172,Nuvem,Não resolve meu problema nunca.,1 star,Negativo
Cliente_038,Fibra Óptica,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_188,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_071,Streaming,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_048,Fibra Óptica,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_018,Streaming,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_144,Nuvem,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_183,Streaming,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_039,Streaming,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_196,Nuvem,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_187,Fibra Óptica,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_089,Nuvem,Não resolve meu problema nunca.,1 star,Negativo
Cliente_062,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_141,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_109,Internet,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_081,Nuvem,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_134,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_077,Streaming,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_188,Telefone,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_090,Streaming,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_014,Fibra Óptica,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_095,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_054,Nuvem,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_132,Streaming,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_039,Nuvem,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_072,Fibra Óptica,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_025,TV,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_077,Internet,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_160,Internet,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_187,Internet,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_191,TV,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_166,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_120,Streaming,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_053,Telefone,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_195,Nuvem,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_156,TV,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_131,Fibra Óptica,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_150,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_096,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_166,Nuvem,Equipe super preparada e educada.,5 stars,Positivo
Cliente_200,Internet,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_072,Telefone,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_062,Fibra Óptica,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_185,Internet,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_006,Telefone,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_032,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_099,Internet,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_138,Internet,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_131,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_187,Fibra Óptica,Equipe super preparada e educada.,5 stars,Positivo
Cliente_076,Fibra Óptica,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_177,TV,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_059,Streaming,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_031,Telefone,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_093,Telefone,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_069,TV,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_190,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_052,Telefone,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_089,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_127,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_169,Nuvem,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_031,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_084,Fibra Óptica,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_127,Nuvem,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_150,TV,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_132,TV,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_013,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_045,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_127,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_170,Streaming,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_114,Telefone,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_177,Streaming,Equipe super preparada e educada.,5 stars,Positivo
Cliente_020,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_081,Nuvem,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_182,Telefone,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_164,Nuvem,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_129,Streaming,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_143,TV,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_017,Nuvem,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_152,Streaming,Equipe super preparada e educada.,5 stars,Positivo
Cliente_058,Streaming,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_072,Streaming,Equipe super preparada e educada.,5 stars,Positivo
Cliente_109,TV,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_023,TV,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_174,TV,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_072,Telefone,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_008,TV,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_059,TV,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_111,TV,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_187,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_013,TV,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_167,Telefone,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_156,Streaming,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_189,Nuvem,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_016,Internet,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_119,TV,Não resolve meu problema nunca.,1 star,Negativo
Cliente_002,Streaming,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_145,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_030,Nuvem,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_103,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_013,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_096,Telefone,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_094,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_082,Streaming,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_013,Fibra Óptica,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_171,Streaming,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_094,Fibra Óptica,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_149,Streaming,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_112,Streaming,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_055,Nuvem,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_081,Internet,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_168,Streaming,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_116,Telefone,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_143,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_180,TV,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_108,Streaming,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_053,Streaming,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_128,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_180,Fibra Óptica,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_158,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_161,Streaming,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_057,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_052,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_137,Internet,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_182,TV,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_111,Telefone,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_001,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_044,Internet,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_075,Nuvem,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_098,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_009,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_032,Streaming,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_015,Streaming,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_140,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_185,TV,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_136,TV,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_072,Fibra Óptica,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_155,Nuvem,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_190,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_012,Nuvem,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_065,TV,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_107,Streaming,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_042,Telefone,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_190,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_115,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_139,TV,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_103,Nuvem,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_171,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_095,Streaming,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_017,Nuvem,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_160,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_085,Nuvem,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_168,TV,Não resolve meu problema nunca.,1 star,Negativo
Cliente_151,Fibra Óptica,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_056,Internet,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_134,Internet,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_086,Nuvem,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_178,Telefone,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_102,Streaming,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_165,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_192,Streaming,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_054,Internet,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_200,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_177,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_115,Streaming,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_139,Internet,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_088,Streaming,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_049,Nuvem,Equipe super preparada e educada.,5 stars,Positivo
Cliente_149,Telefone,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_115,Telefone,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_194,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_063,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_104,Telefone,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_083,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_103,Fibra Óptica,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_156,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_017,TV,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_006,TV,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_147,Internet,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_184,Nuvem,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_028,Streaming,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_194,Internet,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_038,Streaming,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_119,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_037,TV,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_115,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_068,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_177,TV,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_043,Nuvem,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_164,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_058,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_013,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_052,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_058,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_032,Fibra Óptica,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_105,Fibra Óptica,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_188,Nuvem,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_083,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_186,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_099,TV,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_104,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_184,Telefone,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_028,Streaming,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_129,Internet,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_170,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_048,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_040,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_097,TV,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_191,Nuvem,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_200,Internet,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_114,Telefone,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_132,Streaming,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_166,Internet,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_155,Fibra Óptica,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_137,Nuvem,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_111,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_144,Telefone,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_184,Internet,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_076,Telefone,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_031,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_119,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_142,Streaming,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_025,Internet,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_034,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_067,Streaming,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_152,Fibra Óptica,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_118,Nuvem,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_073,Fibra Óptica,Estou gostando bastante do serviço.,4 stars,Positivo
