cliente,servico,review
Cliente_111,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_159,TV,Estou gostando bastante do serviço.
Cliente_034,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_039,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_195,Fibra Óptica,Nunca consigo falar com o suporte.
Cliente_136,Telefone,O app poderia ser mais rápido.
Cliente_120,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_126,Streaming,O atendimento poderia ser melhor.
Cliente_055,Nuvem,Atendimento cordial e sem enrolação.
Cliente_027,TV,"Serviço comum, nem bom nem ruim."
Cliente_118,Internet,Estou muito insatisfeito com o serviço.
Cliente_053,Telefone,Estou gostando bastante do serviço.
Cliente_039,Internet,Não resolve meu problema nunca.
Cliente_065,TV,Ainda estou avaliando o serviço.
Cliente_145,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_158,Streaming,Estou muito insatisfeito com o serviço.
Cliente_181,TV,Estou gostando bastante do serviço.
Cliente_013,Fibra Óptica,O app poderia ser mais rápido.
Cliente_021,TV,"Nada a reclamar, tudo dentro do esperado."
Cliente_147,Telefone,Atendimento cordial e sem enrolação.
Cliente_053,Nuvem,Péssimo suporte ao cliente.
Cliente_019,Internet,Nota 10! Melhor experiência que já tive.
Cliente_057,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_025,Streaming,Atendimento cordial e sem enrolação.
Cliente_031,Fibra Óptica,Ainda estou avaliando o serviço.
Cliente_081,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_183,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_023,TV,"Serviço razoável, mas melhorou ultimamente."
Cliente_032,Internet,O app poderia ser mais rápido.
Cliente_190,Telefone,Funcionou perfeitamente durante a viagem.
Cliente_074,Streaming,Estou muito insatisfeito com o serviço.
Cliente_010,Streaming,O app poderia ser mais rápido.
Cliente_200,Internet,"O sinal cai toda hora, não gosto."
Cliente_054,Streaming,Atendimento cordial e sem enrolação.
Cliente_052,Fibra Óptica,"É um serviço ok, cumpre o que promete."
Cliente_148,Streaming,Funcionou perfeitamente durante a viagem.
Cliente_160,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_114,TV,O atendimento poderia ser melhor.
Cliente_014,Streaming,"Serviço comum, nem bom nem ruim."
Cliente_178,Nuvem,"É um serviço ok, cumpre o que promete."
Cliente_156,Telefone,O atendimento poderia ser melhor.
Cliente_110,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_053,Fibra Óptica,"Nada a reclamar, tudo dentro do esperado."
Cliente_152,Telefone,Funcionou perfeitamente durante a viagem.
Cliente_079,Streaming,"Muito lento, sempre com problemas."
Cliente_022,Internet,Estou gostando bastante do serviço.
Cliente_030,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_191,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_004,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_059,TV,"Ótimo serviço, estou muito satisfeito."
Cliente_008,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_012,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_119,Telefone,"Muito lento, sempre com problemas."
Cliente_159,Fibra Óptica,O app poderia ser mais rápido.
Cliente_034,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_082,TV,Funcionou perfeitamente durante a viagem.
Cliente_098,Telefone,Atendimento cordial e sem enrolação.
Cliente_127,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_075,Telefone,Atendimento cordial e sem enrolação.
Cliente_105,Internet,Funcionou perfeitamente durante a viagem.
Cliente_049,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_079,Internet,Não resolve meu problema nunca.
Cliente_185,Fibra Óptica,Equipe super preparada e educada.
Cliente_093,Streaming,Estou muito insatisfeito com o serviço.
Cliente_154,Internet,Estou muito insatisfeito com o serviço.
Cliente_018,Streaming,"Experiência comum, igual a outras empresas."
Cliente_096,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_038,Telefone,Nunca consigo falar com o suporte.
Cliente_087,Streaming,Nunca consigo falar com o suporte.
Cliente_088,Nuvem,"Nada a reclamar, tudo dentro do esperado."
Cliente_050,TV,"Serviço comum, nem bom nem ruim."
Cliente_008,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_169,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_134,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_069,Nuvem,O app poderia ser mais rápido.
Cliente_172,TV,"É um serviço ok, cumpre o que promete."
Cliente_121,TV,Poderiam oferecer mais opções.
Cliente_064,Nuvem,Péssimo suporte ao cliente.
Cliente_157,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_156,Streaming,Não resolve meu problema nunca.
Cliente_139,Fibra Óptica,"Serviço comum, nem bom nem ruim."
Cliente_121,Fibra Óptica,Funcionou perfeitamente durante a viagem.
Cliente_065,Internet,Poderiam oferecer mais opções.
Cliente_107,Streaming,Atendimento cordial e sem enrolação.
Cliente_147,Internet,"Quero cancelar, só dor de cabeça."
Cliente_137,Fibra Óptica,O app poderia ser mais rápido.
Cliente_155,Streaming,Atendimento rápido e eficiente.
Cliente_162,TV,Péssimo suporte ao cliente.
Cliente_172,Telefone,"Cobrança correta, sem surpresas."
Cliente_196,TV,"Fui muito bem atendido, recomendo!"
Cliente_100,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_082,Nuvem,"Cobrança correta, sem surpresas."
Cliente_143,Internet,"Serviço razoável, mas melhorou ultimamente."
Cliente_051,Internet,O atendimento poderia ser melhor.
Cliente_141,Nuvem,Atendimento cordial e sem enrolação.
Cliente_083,Streaming,Péssimo suporte ao cliente.
Cliente_177,Nuvem,Funciona na maior parte do tempo.
Cliente_198,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_112,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_056,Telefone,Funcionou perfeitamente durante a viagem.
Cliente_179,Fibra Óptica,Ainda estou avaliando o serviço.
Cliente_165,Nuvem,Atendimento cordial e sem enrolação.
Cliente_145,Internet,Estou gostando bastante do serviço.
Cliente_186,TV,Atendimento cordial e sem enrolação.
Cliente_157,Telefone,Estou muito insatisfeito com o serviço.
Cliente_161,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_060,Streaming,Estou muito insatisfeito com o serviço.
Cliente_120,TV,Não resolve meu problema nunca.
Cliente_183,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_138,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_175,Telefone,Não resolve meu problema nunca.
Cliente_023,Telefone,Nunca consigo falar com o suporte.
Cliente_149,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_013,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_101,Telefone,Atendimento demorado e ineficiente.
Cliente_161,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_024,Streaming,Péssimo suporte ao cliente.
Cliente_108,Fibra Óptica,Nota 10! Melhor experiência que já tive.
Cliente_011,TV,Péssimo suporte ao cliente.
Cliente_017,Fibra Óptica,Não resolve meu problema nunca.
Cliente_196,Internet,Estou muito insatisfeito com o serviço.
Cliente_175,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_025,Streaming,Equipe super preparada e educada.
Cliente_094,Telefone,"O sinal cai toda hora, não gosto."
Cliente_021,Telefone,"É um serviço ok, cumpre o que promete."
Cliente_084,Internet,"É um serviço ok, cumpre o que promete."
Cliente_140,Telefone,Estou gostando bastante do serviço.
Cliente_037,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_042,Telefone,Péssimo suporte ao cliente.
Cliente_145,Telefone,Equipe super preparada e educada.
Cliente_101,Nuvem,Estou gostando bastante do serviço.
Cliente_048,Internet,Atendimento rápido e eficiente.
Cliente_103,Nuvem,Atendimento rápido e eficiente.
Cliente_028,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_041,Nuvem,Equipe super preparada e educada.
Cliente_099,TV,"Serviço comum, nem bom nem ruim."
Cliente_047,Streaming,Atendimento cordial e sem enrolação.
Cliente_146,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_105,Streaming,"Muito lento, sempre com problemas."
Cliente_124,Internet,Nunca consigo falar com o suporte.
Cliente_199,Internet,O atendimento poderia ser melhor.
Cliente_013,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_141,Streaming,"O sinal cai toda hora, não gosto."
Cliente_100,Telefone,Estou muito insatisfeito com o serviço.
Cliente_031,Internet,"Quero cancelar, só dor de cabeça."
Cliente_130,Fibra Óptica,Poderiam oferecer mais opções.
Cliente_016,Telefone,Atendimento cordial e sem enrolação.
Cliente_137,Fibra Óptica,Equipe super preparada e educada.
Cliente_073,TV,Equipe super preparada e educada.
Cliente_166,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_054,Internet,Péssimo suporte ao cliente.
Cliente_184,Nuvem,Estou gostando bastante do serviço.
Cliente_100,TV,"Serviço razoável, mas melhorou ultimamente."
Cliente_109,Streaming,Equipe super preparada e educada.
Cliente_087,Telefone,Péssimo suporte ao cliente.
Cliente_173,Internet,"Fui muito bem atendido, recomendo!"
Cliente_162,TV,"Cobrança correta, sem surpresas."
Cliente_137,TV,Ainda estou avaliando o serviço.
Cliente_008,Internet,Atendimento cordial e sem enrolação.
Cliente_007,Streaming,O atendimento poderia ser melhor.
Cliente_036,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_018,Nuvem,Nunca consigo falar com o suporte.
Cliente_003,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_028,Streaming,O atendimento poderia ser melhor.
Cliente_070,Nuvem,"Cobrança correta, sem surpresas."
Cliente_172,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_149,TV,Equipe super preparada e educada.
Cliente_028,Internet,O app poderia ser mais rápido.
Cliente_054,Streaming,"Serviço razoável, mas melhorou ultimamente."
Cliente_182,Nuvem,"Muito lento, sempre com problemas."
Cliente_065,TV,"É um serviço ok, cumpre o que promete."
Cliente_100,Streaming,Equipe super preparada e educada.
Cliente_021,Telefone,"Muito lento, sempre com problemas."
Cliente_013,TV,"Serviço razoável, mas melhorou ultimamente."
Cliente_057,Streaming,Atendimento rápido e eficiente.
Cliente_049,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_118,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_054,Internet,Poderiam oferecer mais opções.
Cliente_138,Internet,Péssimo suporte ao cliente.
Cliente_053,Fibra Óptica,"O sinal cai toda hora, não gosto."
Cliente_044,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_047,Internet,"Serviço razoável, mas melhorou ultimamente."
Cliente_053,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_074,Internet,Atendimento cordial e sem enrolação.
Cliente_046,Fibra Óptica,Péssimo! Nunca mais contrato.
Cliente_013,TV,Estou gostando bastante do serviço.
Cliente_165,Streaming,"Cobrança correta, sem surpresas."
Cliente_102,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_024,Internet,Estou gostando bastante do serviço.
Cliente_002,Streaming,Poderiam oferecer mais opções.
Cliente_081,Internet,Péssimo suporte ao cliente.
Cliente_100,Internet,Equipe super preparada e educada.
Cliente_142,Nuvem,"Muito lento, sempre com problemas."
Cliente_138,Nuvem,Péssimo! Nunca mais contrato.
Cliente_163,Nuvem,O atendimento poderia ser melhor.
Cliente_153,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_131,Nuvem,Estou muito insatisfeito com o serviço.
Cliente_111,Internet,Funcionou perfeitamente durante a viagem.
Cliente_102,Fibra Óptica,Equipe super preparada e educada.
Cliente_017,Fibra Óptica,"Nada a reclamar, tudo dentro do esperado."
Cliente_012,TV,Ainda estou avaliando o serviço.
Cliente_182,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_116,Fibra Óptica,"É um serviço ok, cumpre o que promete."
Cliente_024,Nuvem,Atendimento cordial e sem enrolação.
Cliente_029,TV,Funcionou perfeitamente durante a viagem.
Cliente_171,Fibra Óptica,"O sinal cai toda hora, não gosto."
Cliente_153,Internet,Nota 10! Melhor experiência que já tive.
Cliente_122,Telefone,Funcionou perfeitamente durante a viagem.
Cliente_188,Nuvem,O atendimento poderia ser melhor.
Cliente_090,Fibra Óptica,"Nada a reclamar, tudo dentro do esperado."
Cliente_065,Fibra Óptica,Nota 10! Melhor experiência que já tive.
Cliente_084,TV,"Ótimo serviço, estou muito satisfeito."
Cliente_119,Internet,"Serviço comum, nem bom nem ruim."
Cliente_156,Streaming,Estou muito insatisfeito com o serviço.
Cliente_016,Fibra Óptica,Péssimo suporte ao cliente.
Cliente_175,Telefone,Péssimo suporte ao cliente.
Cliente_104,TV,Atendimento rápido e eficiente.
Cliente_092,Fibra Óptica,Poderiam oferecer mais opções.
Cliente_186,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_027,TV,"Muito lento, sempre com problemas."
Cliente_181,TV,Péssimo! Nunca mais contrato.
Cliente_170,Nuvem,Poderiam oferecer mais opções.
Cliente_187,Fibra Óptica,Atendimento demorado e ineficiente.
Cliente_175,Streaming,O app poderia ser mais rápido.
Cliente_162,Telefone,Péssimo! Nunca mais contrato.
Cliente_165,Internet,Equipe super preparada e educada.
Cliente_134,Internet,"O sinal cai toda hora, não gosto."
Cliente_135,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_153,TV,Péssimo! Nunca mais contrato.
Cliente_033,TV,O app poderia ser mais rápido.
Cliente_055,TV,O atendimento poderia ser melhor.
Cliente_186,Fibra Óptica,"Cobrança correta, sem surpresas."
Cliente_007,TV,"Ótimo serviço, estou muito satisfeito."
Cliente_057,TV,"Serviço comum, nem bom nem ruim."
Cliente_126,Fibra Óptica,"Quero cancelar, só dor de cabeça."
Cliente_012,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente."
Cliente_016,Streaming,Atendimento cordial e sem enrolação.
Cliente_043,Nuvem,"Muito lento, sempre com problemas."
Cliente_117,Fibra Óptica,Nota 10! Melhor experiência que já tive.
Cliente_135,Telefone,"O sinal cai toda hora, não gosto."
Cliente_111,TV,Não resolve meu problema nunca.
Cliente_051,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_160,Internet,Nunca consigo falar com o suporte.
Cliente_075,Streaming,Estou muito insatisfeito com o serviço.
Cliente_008,Nuvem,Estou gostando bastante do serviço.
Cliente_200,Fibra Óptica,Ainda estou avaliando o serviço.
Cliente_045,TV,Atendimento rápido e eficiente.
Cliente_059,TV,Estou muito insatisfeito com o serviço.
Cliente_132,TV,"Fui muito bem atendido, recomendo!"
Cliente_104,Nuvem,"Cobrança correta, sem surpresas."
Cliente_195,TV,"É um serviço ok, cumpre o que promete."
Cliente_157,Fibra Óptica,Não resolve meu problema nunca.
Cliente_157,Nuvem,Equipe super preparada e educada.
Cliente_098,TV,"Ótimo serviço, estou muito satisfeito."
Cliente_156,Internet,Atendimento cordial e sem enrolação.
Cliente_079,Internet,Funcionou perfeitamente durante a viagem.
Cliente_124,Telefone,"Serviço razoável, mas melhorou ultimamente."
Cliente_172,TV,"Fui muito bem atendido, recomendo!"
Cliente_004,TV,Funcionou perfeitamente durante a viagem.
Cliente_090,Nuvem,"Experiência comum, igual a outras empresas."
Cliente_104,Nuvem,Atendimento rápido e eficiente.
Cliente_137,TV,Funcionou perfeitamente durante a viagem.
Cliente_119,Telefone,Equipe super preparada e educada.
Cliente_133,TV,Atendimento demorado e ineficiente.
Cliente_056,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_096,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_178,TV,Funciona na maior parte do tempo.
Cliente_075,Nuvem,Ainda estou avaliando o serviço.
Cliente_143,TV,"Serviço comum, nem bom nem ruim."
Cliente_032,Streaming,Poderiam oferecer mais opções.
Cliente_028,Nuvem,Atendimento rápido e eficiente.
Cliente_022,Telefone,Equipe super preparada e educada.
Cliente_017,Streaming,Estou muito insatisfeito com o serviço.
Cliente_059,Fibra Óptica,"Quero cancelar, só dor de cabeça."
Cliente_090,TV,"Muito lento, sempre com problemas."
Cliente_199,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_106,Nuvem,Estou gostando bastante do serviço.
Cliente_185,Streaming,Atendimento demorado e ineficiente.
Cliente_026,Fibra Óptica,"Serviço comum, nem bom nem ruim."
Cliente_025,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_138,Nuvem,Péssimo suporte ao cliente.
Cliente_045,Streaming,O atendimento poderia ser melhor.
Cliente_083,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_011,Streaming,"Experiência comum, igual a outras empresas."
Cliente_181,Streaming,"Cobrança correta, sem surpresas."
Cliente_200,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_104,Internet,"Fui muito bem atendido, recomendo!"
Cliente_068,TV,Funciona na maior parte do tempo.
Cliente_095,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_156,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_065,Nuvem,Não resolve meu problema nunca.
Cliente_049,Streaming,"Experiência comum, igual a outras empresas."
Cliente_175,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_052,TV,Poderiam oferecer mais opções.
Cliente_102,Telefone,"Muito lento, sempre com problemas."
Cliente_182,Nuvem,Ainda estou avaliando o serviço.
Cliente_188,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_057,TV,O app poderia ser mais rápido.
Cliente_047,TV,Equipe super preparada e educada.
Cliente_159,Internet,O atendimento poderia ser melhor.
Cliente_174,Fibra Óptica,Equipe super preparada e educada.
Cliente_026,Nuvem,Nunca consigo falar com o suporte.
Cliente_114,Streaming,Estou gostando bastante do serviço.
Cliente_005,TV,"Serviço comum, nem bom nem ruim."
Cliente_084,TV,Nunca consigo falar com o suporte.
Cliente_052,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_105,Internet,Funcionou perfeitamente durante a viagem.
Cliente_054,TV,Péssimo suporte ao cliente.
Cliente_161,TV,"Nada a reclamar, tudo dentro do esperado."
Cliente_178,Streaming,"Muito lento, sempre com problemas."
Cliente_166,Streaming,"O sinal cai toda hora, não gosto."
Cliente_155,Telefone,Estou muito insatisfeito com o serviço.
Cliente_015,Fibra Óptica,Não resolve meu problema nunca.
Cliente_061,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_122,Telefone,Atendimento rápido e eficiente.
Cliente_021,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_046,Fibra Óptica,"Experiência comum, igual a outras empresas."
Cliente_197,Streaming,Equipe super preparada e educada.
Cliente_134,Internet,"Experiência comum, igual a outras empresas."
Cliente_038,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_062,Nuvem,Atendimento rápido e eficiente.
Cliente_086,Internet,"Serviço comum, nem bom nem ruim."
Cliente_190,Nuvem,Nunca consigo falar com o suporte.
Cliente_078,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_046,Streaming,Nunca consigo falar com o suporte.
Cliente_141,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_003,Fibra Óptica,Atendimento demorado e ineficiente.
Cliente_006,Streaming,Nunca consigo falar com o suporte.
Cliente_093,Fibra Óptica,O app poderia ser mais rápido.
Cliente_008,Internet,"Experiência comum, igual a outras empresas."
Cliente_172,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_108,Internet,O app poderia ser mais rápido.
Cliente_161,Nuvem,"É um serviço ok, cumpre o que promete."
Cliente_075,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_077,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente."
Cliente_050,Nuvem,Ainda estou avaliando o serviço.
Cliente_011,Nuvem,Equipe super preparada e educada.
Cliente_095,Telefone,Não resolve meu problema nunca.
Cliente_156,Nuvem,Funciona na maior parte do tempo.
Cliente_070,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_169,Streaming,Atendimento demorado e ineficiente.
Cliente_016,Streaming,O atendimento poderia ser melhor.
Cliente_068,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_099,Telefone,"Experiência comum, igual a outras empresas."
Cliente_048,Internet,O app poderia ser mais rápido.
Cliente_184,Streaming,Atendimento demorado e ineficiente.
Cliente_064,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_187,Internet,Funciona na maior parte do tempo.
Cliente_090,Streaming,Equipe super preparada e educada.
Cliente_190,Streaming,Funciona na maior parte do tempo.
Cliente_076,Fibra Óptica,"Quero cancelar, só dor de cabeça."
Cliente_139,Fibra Óptica,"É um serviço ok, cumpre o que promete."
Cliente_101,TV,"Cobrança correta, sem surpresas."
Cliente_089,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_018,Nuvem,Estou muito insatisfeito com o serviço.
Cliente_019,Internet,Ainda estou avaliando o serviço.
Cliente_055,Nuvem,Poderiam oferecer mais opções.
Cliente_102,Internet,O atendimento poderia ser melhor.
Cliente_118,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_154,TV,Nota 10! Melhor experiência que já tive.
Cliente_134,TV,"Fui muito bem atendido, recomendo!"
Cliente_004,Streaming,O atendimento poderia ser melhor.
Cliente_108,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.
Cliente_115,Telefone,Atendimento cordial e sem enrolação.
Cliente_029,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_059,Nuvem,Atendimento demorado e ineficiente.
Cliente_125,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_098,Internet,Funciona na maior parte do tempo.
Cliente_017,TV,"Cobrança correta, sem surpresas."
Cliente_107,Nuvem,Estou muito insatisfeito com o serviço.
Cliente_043,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_080,Fibra Óptica,"Experiência comum, igual a outras empresas."
Cliente_194,TV,Poderiam oferecer mais opções.
Cliente_162,Internet,Ainda estou avaliando o serviço.
Cliente_008,Internet,Estou muito insatisfeito com o serviço.
Cliente_141,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_106,Nuvem,Atendimento cordial e sem enrolação.
Cliente_008,Streaming,Estou muito insatisfeito com o serviço.
Cliente_096,TV,"Serviço razoável, mas melhorou ultimamente."
Cliente_094,Internet,Péssimo! Nunca mais contrato.
Cliente_065,TV,"O sinal cai toda hora, não gosto."
Cliente_171,Streaming,Nunca consigo falar com o suporte.
Cliente_039,TV,Péssimo! Nunca mais contrato.
Cliente_081,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_187,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_084,TV,Nunca consigo falar com o suporte.
Cliente_088,Fibra Óptica,Atendimento demorado e ineficiente.
Cliente_086,Telefone,"Ótimo serviço, estou muito satisfeito."
Cliente_093,Streaming,Funciona na maior parte do tempo.
Cliente_086,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_044,TV,"Cobrança correta, sem surpresas."
Cliente_137,TV,Estou gostando bastante do serviço.
Cliente_165,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_074,Internet,"Cobrança correta, sem surpresas."
Cliente_036,Fibra Óptica,Equipe super preparada e educada.
Cliente_101,TV,"Cobrança correta, sem surpresas."
Cliente_156,Telefone,Estou gostando bastante do serviço.
Cliente_170,Fibra Óptica,"Cobrança correta, sem surpresas."
Cliente_171,Fibra Óptica,"Resolveu meu problema na hora, parabéns!"
Cliente_170,Internet,Nota 10! Melhor experiência que já tive.
Cliente_104,TV,Péssimo! Nunca mais contrato.
Cliente_066,TV,Muito bom! Surpreendeu minhas expectativas.
Cliente_055,Streaming,Equipe super preparada e educada.
Cliente_200,Internet,Péssimo suporte ao cliente.
Cliente_176,Streaming,"Experiência comum, igual a outras empresas."
Cliente_091,Streaming,Funcionou perfeitamente durante a viagem.
Cliente_022,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_101,Nuvem,"Fui muito bem atendido, recomendo!"
Cliente_155,Streaming,Estou muito insatisfeito com o serviço.
Cliente_121,Fibra Óptica,Péssimo! Nunca mais contrato.
Cliente_093,Telefone,"Serviço razoável, mas melhorou ultimamente."
Cliente_195,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_108,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_141,TV,"Ótimo serviço, estou muito satisfeito."
Cliente_173,Nuvem,"Serviço razoável, mas melhorou ultimamente."
Cliente_010,Streaming,Equipe super preparada e educada.
Cliente_009,TV,Equipe super preparada e educada.
Cliente_182,Internet,Péssimo suporte ao cliente.
Cliente_155,Internet,Nota 10! Melhor experiência que já tive.
Cliente_034,TV,Estou gostando bastante do serviço.
Cliente_129,Telefone,O atendimento poderia ser melhor.
Cliente_160,TV,Funcionou perfeitamente durante a viagem.
Cliente_089,TV,Nota 10! Melhor experiência que já tive.
Cliente_093,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_071,Internet,Péssimo! Nunca mais contrato.
Cliente_067,Internet,Estou gostando bastante do serviço.
Cliente_148,Streaming,"Muito lento, sempre com problemas."
Cliente_117,Fibra Óptica,"Muito lento, sempre com problemas."
Cliente_094,TV,"Serviço comum, nem bom nem ruim."
Cliente_163,TV,Péssimo! Nunca mais contrato.
Cliente_099,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_113,Internet,O atendimento poderia ser melhor.
Cliente_103,Telefone,Poderiam oferecer mais opções.
Cliente_091,Nuvem,Péssimo! Nunca mais contrato.
Cliente_090,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_017,Telefone,Não resolve meu problema nunca.
Cliente_018,Internet,Atendimento cordial e sem enrolação.
Cliente_173,Nuvem,Atendimento rápido e eficiente.
Cliente_116,TV,Péssimo suporte ao cliente.
Cliente_093,Nuvem,Atendimento demorado e ineficiente.
Cliente_181,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente."
Cliente_091,Telefone,Funcionou perfeitamente durante a viagem.
Cliente_082,Internet,"Fui muito bem atendido, recomendo!"
Cliente_068,Telefone,"É um serviço ok, cumpre o que promete."
Cliente_193,TV,Atendimento rápido e eficiente.
Cliente_114,TV,"Cobrança correta, sem surpresas."
Cliente_001,Internet,Funciona na maior parte do tempo.
Cliente_058,Fibra Óptica,Nunca consigo falar com o suporte.
Cliente_154,Streaming,"Serviço comum, nem bom nem ruim."
Cliente_109,Nuvem,Atendimento cordial e sem enrolação.
Cliente_148,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_116,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_087,Telefone,Não resolve meu problema nunca.
Cliente_010,Telefone,"O sinal cai toda hora, não gosto."
Cliente_059,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_041,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_105,Telefone,Equipe super preparada e educada.
Cliente_133,Nuvem,"Cobrança correta, sem surpresas."
Cliente_122,Telefone,Estou gostando bastante do serviço.
Cliente_193,Streaming,Estou gostando bastante do serviço.
Cliente_145,Nuvem,Não resolve meu problema nunca.
Cliente_022,Telefone,"Muito lento, sempre com problemas."
Cliente_098,Nuvem,Atendimento rápido e eficiente.
Cliente_169,TV,"Cobrança correta, sem surpresas."
Cliente_068,TV,Atendimento cordial e sem enrolação.
Cliente_197,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.
Cliente_139,TV,Poderiam oferecer mais opções.
Cliente_056,Telefone,Nunca consigo falar com o suporte.
Cliente_179,Streaming,"O sinal cai toda hora, não gosto."
Cliente_149,Nuvem,"É um serviço ok, cumpre o que promete."
Cliente_099,Internet,Atendimento demorado e ineficiente.
Cliente_076,TV,Nunca consigo falar com o suporte.
Cliente_026,TV,Funciona na maior parte do tempo.
